sku_id,product_name,category,supplier_id,lead_time_days,reorder_point,unit_cost
SKU-08289,Company Degree,Toys,SUP-049,14,410,449.35
SKU-08290,Describe Bad,Home & Garden,SUP-078,5,315,479.34
SKU-08291,Although Real,Apparel,SUP-080,25,165,210.11
SKU-08292,Green While,Sports,SUP-177,24,104,207.78
SKU-08293,Treatment Century,Sports,SUP-102,28,341,439.58
SKU-08294,Later Less,Food & Beverage,SUP-122,18,100,216.08
SKU-08295,Least Case,Home & Garden,SUP-188,9,379,428.45
SKU-08296,Carry Ago,Toys,SUP-103,25,322,16.6
SKU-08297,True Behavior,Health & Beauty,SUP-090,28,303,246.1
SKU-08298,Billion Today,Health & Beauty,SUP-090,7,110,476.33
SKU-08299,Work Catch,Food & Beverage,SUP-193,27,396,128.27
SKU-08300,Sport Open,Automotive,SUP-160,25,446,134.91
SKU-08301,Notice White,Toys,SUP-121,9,498,315.99
SKU-08302,Boy Task,Food & Beverage,SUP-149,21,400,463.28
SKU-08303,Not Scientist,Electronics,SUP-146,19,274,101.37
SKU-08304,Stand Rate,Sports,SUP-060,18,385,461.02
SKU-08305,These Development,Toys,SUP-122,23,152,332.34
SKU-08306,Environmental Maybe,Food & Beverage,SUP-141,26,97,496.54
SKU-08307,Structure Drop,Electronics,SUP-152,23,274,368.89
SKU-08308,Cultural Executive,Home & Garden,SUP-030,28,391,334.73
SKU-08309,Power Political,Food & Beverage,SUP-130,21,282,407.91
SKU-08310,Third Option,Automotive,SUP-083,27,119,89.63
SKU-08311,Project Reflect,Automotive,SUP-111,20,96,473.13
SKU-08312,Ever Company,Automotive,SUP-108,21,277,84.88
SKU-08313,Write True,Toys,SUP-111,6,59,15.27
SKU-08314,Deal The,Health & Beauty,SUP-025,28,234,349.68
SKU-08315,Nation Argue,Health & Beauty,SUP-050,3,129,94.34
SKU-08316,Technology Term,Sports,SUP-014,29,62,379.98
SKU-08317,Mind Market,Food & Beverage,SUP-134,6,494,398.03
SKU-08318,Behind Coach,Home & Garden,SUP-076,6,363,120.26
SKU-08319,Main Again,Food & Beverage,SUP-084,11,389,45.64
SKU-08320,School Reason,Sports,SUP-087,10,373,251.66
SKU-08321,Pull Its,Electronics,SUP-158,4,133,445.38
SKU-08322,Court Few,Sports,SUP-030,25,135,424.03
SKU-08323,Pressure International,Automotive,SUP-166,8,206,60.75
SKU-08324,Produce Sort,Toys,SUP-058,25,193,482.48
SKU-08325,Wear Policy,Electronics,SUP-094,13,112,133.81
SKU-08326,Ball View,Toys,SUP-041,6,480,176.32
SKU-08327,Thousand Attack,Automotive,SUP-094,16,92,76.65
SKU-08328,Sea Involve,Apparel,SUP-057,23,456,190.46
SKU-08329,Speak Organization,Sports,SUP-164,24,207,318.73
SKU-08330,Mr To,Sports,SUP-064,11,234,254.27
SKU-08331,Rest Huge,Home & Garden,SUP-098,4,335,414.2
SKU-08332,Own Teacher,Food & Beverage,SUP-016,29,372,321.55
SKU-08333,Owner Choose,Electronics,SUP-088,27,489,133.61
SKU-08334,Deal Necessary,Health & Beauty,SUP-078,28,73,279.83
SKU-08335,Different Upon,Toys,SUP-090,3,406,34.44
SKU-08336,Know Whose,Electronics,SUP-072,6,254,291.44
SKU-08337,Perhaps Fish,Home & Garden,SUP-014,14,411,196.36
SKU-08338,Nor Morning,Home & Garden,SUP-031,7,273,51.45
SKU-08339,Mind However,Toys,SUP-066,11,150,155.46
SKU-08340,Back Character,Health & Beauty,SUP-112,24,253,449.3
SKU-08341,Camera Realize,Food & Beverage,SUP-068,6,57,294.05
SKU-08342,Friend Cold,Toys,SUP-193,18,221,451.87
SKU-08343,How Whether,Toys,SUP-055,4,257,206.87
SKU-08344,Role Author,Automotive,SUP-123,18,145,489.51
SKU-08345,Down Still,Health & Beauty,SUP-168,18,211,181.61
SKU-08346,You Yard,Food & Beverage,SUP-153,23,340,379.01
SKU-08347,Care Employee,Sports,SUP-025,26,145,154.44
SKU-08348,Visit Student,Automotive,SUP-131,26,355,55.23
SKU-08349,Drive Debate,Apparel,SUP-069,24,194,416.95
SKU-08350,Person Author,Health & Beauty,SUP-102,13,307,381.88
SKU-08351,Us On,Food & Beverage,SUP-118,3,487,410.76
SKU-08352,Agent Population,Home & Garden,SUP-026,17,349,151.6
SKU-08353,Should Coach,Automotive,SUP-040,26,151,352.57
SKU-08354,Assume Structure,Food & Beverage,SUP-038,6,226,111.91
SKU-08355,Crime Right,Electronics,SUP-166,20,435,8.13
SKU-08356,Mother Send,Toys,SUP-196,19,377,433.58
SKU-08357,Him Continue,Apparel,SUP-007,9,159,262.95
SKU-08358,Policy Mention,Sports,SUP-158,20,247,491.87
SKU-08359,Account Skill,Toys,SUP-120,15,442,194.06
SKU-08360,Couple Movement,Electronics,SUP-147,22,178,478.54
SKU-08361,Must Else,Electronics,SUP-035,22,408,308.49
SKU-08362,Lot Marriage,Apparel,SUP-161,12,186,257.32
SKU-08363,Happy Whether,Sports,SUP-161,3,447,153.15
SKU-08364,Look Newspaper,Home & Garden,SUP-078,4,76,413.07
SKU-08365,Main Population,Automotive,SUP-038,19,186,414.83
SKU-08366,Significant Whatever,Health & Beauty,SUP-138,24,213,209.92
SKU-08367,Century White,Sports,SUP-185,5,398,364.33
SKU-08368,Success Television,Health & Beauty,SUP-028,19,405,225.0
SKU-08369,Firm Forward,Food & Beverage,SUP-100,14,180,370.48
SKU-08370,Owner Meet,Electronics,SUP-038,26,422,497.11
SKU-08371,Local To,Food & Beverage,SUP-144,14,200,133.09
SKU-08372,Cup Attorney,Home & Garden,SUP-124,22,427,317.94
SKU-08373,Above Though,Food & Beverage,SUP-149,12,295,191.49
SKU-08374,High Agree,Sports,SUP-092,9,159,275.31
SKU-08375,Ask Attention,Food & Beverage,SUP-097,12,122,437.39
SKU-08376,Visit Ok,Home & Garden,SUP-006,20,335,175.42
SKU-08377,Politics Participant,Home & Garden,SUP-169,24,324,38.51
SKU-08378,Capital Say,Home & Garden,SUP-127,8,407,399.97
SKU-08379,Consider Blood,Sports,SUP-015,9,116,278.62
SKU-08380,Last Senior,Home & Garden,SUP-108,19,99,226.08
SKU-08381,Away Success,Electronics,SUP-131,14,353,93.71
SKU-08382,Sometimes Director,Toys,SUP-043,19,52,48.69
SKU-08383,Discussion Easy,Home & Garden,SUP-047,20,275,141.17
SKU-08384,Management Company,Food & Beverage,SUP-099,16,115,360.15
SKU-08385,Ever Question,Automotive,SUP-014,13,204,207.36
SKU-08386,Consider Republican,Food & Beverage,SUP-194,4,411,286.19
SKU-08387,Appear View,Automotive,SUP-157,23,160,43.32
SKU-08388,Yes Standard,Food & Beverage,SUP-132,3,345,63.81
SKU-08389,Information Type,Sports,SUP-154,13,430,8.12
SKU-08390,Admit Baby,Food & Beverage,SUP-115,4,305,337.46
SKU-08391,Stage Thought,Sports,SUP-140,18,323,134.07
SKU-08392,It Worker,Sports,SUP-002,24,204,483.55
SKU-08393,Step Unit,Home & Garden,SUP-145,5,188,155.96
SKU-08394,Stage Travel,Electronics,SUP-035,22,216,183.4
SKU-08395,Protect Floor,Automotive,SUP-010,3,68,236.07
SKU-08396,Rate Politics,Home & Garden,SUP-112,23,394,161.27
SKU-08397,Rise Response,Home & Garden,SUP-171,22,440,409.18
SKU-08398,While Doctor,Toys,SUP-021,10,272,438.41
SKU-08399,Trip Company,Sports,SUP-015,21,106,7.99
SKU-08400,Wife Whose,Sports,SUP-163,28,435,328.19
SKU-08401,Tv Front,Automotive,SUP-112,3,343,343.83
SKU-08402,What Child,Food & Beverage,SUP-126,28,182,480.81
SKU-08403,Director Type,Food & Beverage,SUP-085,7,387,186.77
SKU-08404,Force Behind,Health & Beauty,SUP-085,3,341,99.65
SKU-08405,Ever Various,Home & Garden,SUP-188,13,393,261.49
SKU-08406,Simple Set,Health & Beauty,SUP-172,23,254,225.16
SKU-08407,Note Study,Apparel,SUP-005,11,168,396.39
SKU-08408,Newspaper Deep,Apparel,SUP-117,7,302,452.23
SKU-08409,Simple Write,Health & Beauty,SUP-146,4,134,45.64
SKU-08410,Probably Cut,Food & Beverage,SUP-149,15,234,423.67
SKU-08411,He Protect,Apparel,SUP-072,20,274,454.71
SKU-08412,Use List,Toys,SUP-074,28,197,462.26
SKU-08413,Feel Population,Food & Beverage,SUP-051,27,438,382.74
SKU-08414,Write Within,Sports,SUP-169,14,329,371.69
SKU-08415,Product Few,Home & Garden,SUP-024,16,276,9.91
SKU-08416,Can Late,Electronics,SUP-152,7,335,460.3
SKU-08417,Itself Manager,Home & Garden,SUP-038,29,333,177.37
SKU-08418,Mission Too,Health & Beauty,SUP-044,26,230,22.96
SKU-08419,It Population,Food & Beverage,SUP-185,12,484,207.96
SKU-08420,Tonight Near,Health & Beauty,SUP-187,22,158,367.09
SKU-08421,Eye Establish,Toys,SUP-162,4,184,222.37
SKU-08422,Care Sign,Food & Beverage,SUP-075,6,475,379.61
SKU-08423,Personal Different,Home & Garden,SUP-095,14,340,255.93
SKU-08424,Case Only,Toys,SUP-023,13,424,151.47
SKU-08425,Risk Election,Toys,SUP-124,6,339,103.45
SKU-08426,Position Fine,Toys,SUP-086,13,152,212.0
SKU-08427,Deep Important,Automotive,SUP-043,11,250,20.31
SKU-08428,Treat Prevent,Food & Beverage,SUP-040,12,166,212.72
SKU-08429,Too Far,Apparel,SUP-047,29,381,36.64
SKU-08430,Tv Focus,Apparel,SUP-169,8,359,438.81
SKU-08431,Collection Nothing,Food & Beverage,SUP-175,17,78,288.8
SKU-08432,Minute Action,Food & Beverage,SUP-020,12,443,323.91
SKU-08433,Community Carry,Automotive,SUP-109,24,76,146.21
SKU-08434,Citizen Exist,Apparel,SUP-193,23,62,114.85
SKU-08435,Hundred Year,Food & Beverage,SUP-068,8,91,354.68
SKU-08436,Accept Fall,Food & Beverage,SUP-024,3,470,336.6
SKU-08437,Chair Far,Health & Beauty,SUP-036,23,494,63.53
SKU-08438,Song Interest,Automotive,SUP-045,24,273,121.22
SKU-08439,Light West,Automotive,SUP-130,26,70,473.42
SKU-08440,Name Yard,Home & Garden,SUP-028,22,436,153.83
SKU-08441,Social Risk,Automotive,SUP-154,23,185,15.35
SKU-08442,Cut Small,Electronics,SUP-023,6,375,34.23
SKU-08443,On Throughout,Apparel,SUP-164,25,270,388.31
SKU-08444,She Include,Home & Garden,SUP-091,28,194,379.18
SKU-08445,Key Under,Electronics,SUP-134,24,59,192.46
SKU-08446,Type War,Food & Beverage,SUP-163,16,274,78.72
SKU-08447,Southern Responsibility,Health & Beauty,SUP-103,22,190,250.31
SKU-08448,Like Begin,Health & Beauty,SUP-038,24,155,167.61
SKU-08449,Person Foot,Food & Beverage,SUP-163,22,317,188.55
SKU-08450,Brother Hospital,Home & Garden,SUP-094,10,243,132.34
SKU-08451,On Alone,Automotive,SUP-053,13,177,33.77
SKU-08452,Economy Light,Toys,SUP-038,17,262,396.1
SKU-08453,Maintain Whose,Health & Beauty,SUP-187,21,200,310.06
SKU-08454,Newspaper Identify,Toys,SUP-043,10,498,417.73
SKU-08455,Suggest Suffer,Food & Beverage,SUP-103,15,433,252.84
SKU-08456,Someone Mr,Toys,SUP-114,20,229,492.53
SKU-08457,Despite Might,Sports,SUP-004,24,366,481.36
SKU-08458,Yet Former,Home & Garden,SUP-005,26,75,137.71
SKU-08459,Able Test,Electronics,SUP-068,19,64,195.02
SKU-08460,Particularly Executive,Home & Garden,SUP-123,8,71,376.97
SKU-08461,Find Institution,Apparel,SUP-173,27,394,388.86
SKU-08462,Shoulder Have,Automotive,SUP-080,17,114,455.57
SKU-08463,Clear Walk,Automotive,SUP-153,15,300,327.19
SKU-08464,Chair Whether,Home & Garden,SUP-011,28,459,238.87
SKU-08465,Successful Increase,Food & Beverage,SUP-157,28,70,190.38
SKU-08466,Administration Night,Food & Beverage,SUP-162,20,282,211.04
SKU-08467,Tax Yard,Sports,SUP-142,13,457,425.58
SKU-08468,Hour Budget,Sports,SUP-120,15,65,490.05
SKU-08469,Less Interest,Automotive,SUP-152,3,465,28.32
SKU-08470,Collection Company,Sports,SUP-187,20,321,291.17
SKU-08471,Over Will,Health & Beauty,SUP-167,7,254,261.23
SKU-08472,Provide Month,Health & Beauty,SUP-026,8,347,189.63
SKU-08473,Social Drug,Electronics,SUP-171,3,209,426.16
SKU-08474,South When,Sports,SUP-036,9,483,288.93
SKU-08475,Become Much,Electronics,SUP-167,29,90,158.28
SKU-08476,Me Adult,Sports,SUP-189,6,157,223.44
SKU-08477,Almost Poor,Automotive,SUP-144,11,174,180.01
SKU-08478,People Produce,Automotive,SUP-122,17,201,216.47
SKU-08479,Pressure Worker,Electronics,SUP-059,8,62,37.95
SKU-08480,Soon Whole,Home & Garden,SUP-096,27,252,58.18
SKU-08481,Anything Able,Automotive,SUP-006,19,128,312.79
SKU-08482,Audience Real,Home & Garden,SUP-098,22,443,342.82
SKU-08483,Box Address,Food & Beverage,SUP-056,20,91,319.22
SKU-08484,Marriage Smile,Health & Beauty,SUP-136,24,218,382.13
SKU-08485,Avoid Method,Electronics,SUP-094,6,298,471.91
SKU-08486,Center Full,Toys,SUP-027,11,170,430.66
SKU-08487,Floor Important,Automotive,SUP-199,16,436,210.71
SKU-08488,Blue Media,Apparel,SUP-155,5,488,110.73
SKU-08489,Culture Law,Food & Beverage,SUP-120,3,321,157.65
SKU-08490,Leg Outside,Home & Garden,SUP-174,29,349,294.9
SKU-08491,Car Figure,Automotive,SUP-169,13,258,428.46
SKU-08492,Activity Single,Electronics,SUP-025,3,207,351.61
SKU-08493,Find Society,Toys,SUP-086,14,170,272.65
SKU-08494,Someone Lawyer,Sports,SUP-146,27,276,301.93
SKU-08495,Help Money,Toys,SUP-012,11,470,265.31
SKU-08496,Cultural Color,Apparel,SUP-087,7,493,485.88
SKU-08497,Speech Between,Home & Garden,SUP-179,17,73,408.51
SKU-08498,Each Reveal,Food & Beverage,SUP-109,20,279,391.19
SKU-08499,Evidence Husband,Toys,SUP-167,11,75,259.87
SKU-08500,Word Second,Electronics,SUP-089,15,107,167.58
SKU-08501,Those Pull,Apparel,SUP-010,15,314,12.21
SKU-08502,Record Other,Electronics,SUP-074,26,175,24.11
SKU-08503,Page Spend,Automotive,SUP-077,15,494,17.54
SKU-08504,Allow Politics,Sports,SUP-054,29,324,490.29
SKU-08505,Everything Season,Food & Beverage,SUP-157,12,77,59.45
SKU-08506,Minute Argue,Electronics,SUP-102,12,440,73.2
SKU-08507,Sure Trouble,Home & Garden,SUP-169,24,350,243.36
SKU-08508,Yard By,Automotive,SUP-137,9,177,242.0
SKU-08509,Onto News,Automotive,SUP-191,24,143,460.19
SKU-08510,Line National,Food & Beverage,SUP-165,7,240,39.08
SKU-08511,Painting Letter,Automotive,SUP-142,22,470,478.73
SKU-08512,Condition Especially,Home & Garden,SUP-101,9,321,110.15
SKU-08513,Far Could,Electronics,SUP-073,22,54,485.15
SKU-08514,Along Power,Food & Beverage,SUP-072,12,206,271.81
SKU-08515,Like Believe,Health & Beauty,SUP-167,12,101,326.88
SKU-08516,Into Artist,Automotive,SUP-168,28,292,159.58
SKU-08517,Mouth Determine,Automotive,SUP-054,27,200,306.88
SKU-08518,Concern Writer,Home & Garden,SUP-003,23,311,356.14
SKU-08519,Current Check,Sports,SUP-183,26,469,7.66
SKU-08520,Trial Day,Sports,SUP-111,15,490,19.53
SKU-08521,Congress Effect,Toys,SUP-161,17,466,493.27
SKU-08522,Either Speech,Automotive,SUP-096,8,354,230.13
SKU-08523,Car Point,Health & Beauty,SUP-071,22,474,468.07
SKU-08524,Property Bad,Electronics,SUP-019,14,129,365.62
SKU-08525,Down Little,Food & Beverage,SUP-034,21,232,188.05
SKU-08526,Project At,Automotive,SUP-050,13,403,77.54
SKU-08527,Movement Wear,Apparel,SUP-175,8,156,489.13
SKU-08528,Girl Attack,Food & Beverage,SUP-046,3,203,293.29
SKU-08529,Forward Worker,Toys,SUP-184,4,342,98.2
SKU-08530,Side All,Sports,SUP-185,25,254,341.62
SKU-08531,Certain Drive,Health & Beauty,SUP-083,17,165,48.29
SKU-08532,News Find,Automotive,SUP-051,6,66,434.35
SKU-08533,High Information,Home & Garden,SUP-054,7,337,47.34
SKU-08534,Expert Tonight,Apparel,SUP-090,17,205,120.01
SKU-08535,Education Short,Automotive,SUP-081,13,74,47.99
SKU-08536,Billion Possible,Health & Beauty,SUP-118,12,480,54.13
SKU-08537,Mother Green,Toys,SUP-156,19,327,263.11
SKU-08538,Very Clearly,Electronics,SUP-019,4,366,344.28
SKU-08539,Serious Lay,Apparel,SUP-027,22,175,394.77
SKU-08540,Market World,Toys,SUP-176,26,349,348.29
SKU-08541,Image Information,Automotive,SUP-147,12,407,183.34
SKU-08542,Pretty Likely,Electronics,SUP-179,22,325,279.75
SKU-08543,Here Would,Apparel,SUP-007,5,414,464.01
SKU-08544,General Laugh,Electronics,SUP-157,21,227,195.32
SKU-08545,Learn Become,Electronics,SUP-171,7,393,128.07
SKU-08546,Commercial Although,Apparel,SUP-069,5,480,260.86
SKU-08547,Question Great,Apparel,SUP-094,10,96,150.42
SKU-08548,Three Positive,Electronics,SUP-113,7,249,132.75
SKU-08549,Shake College,Toys,SUP-107,14,100,389.95
SKU-08550,Truth Small,Health & Beauty,SUP-120,16,488,445.69
SKU-08551,Feel Hard,Sports,SUP-186,9,344,252.4
SKU-08552,Open Necessary,Apparel,SUP-136,13,319,390.44
SKU-08553,American Performance,Automotive,SUP-170,10,246,95.58
SKU-08554,Draw Reason,Food & Beverage,SUP-042,7,480,274.95
SKU-08555,Blood Charge,Home & Garden,SUP-013,10,70,319.01
SKU-08556,Second Almost,Electronics,SUP-154,14,192,246.61
SKU-08557,Practice Base,Electronics,SUP-018,17,297,60.65
SKU-08558,Task Rule,Home & Garden,SUP-042,21,405,367.71
SKU-08559,Executive Road,Sports,SUP-051,18,402,419.94
SKU-08560,Wrong Network,Home & Garden,SUP-113,16,50,318.53
SKU-08561,Democratic Allow,Apparel,SUP-144,9,414,86.66
SKU-08562,Spring Fear,Home & Garden,SUP-101,10,387,39.59
SKU-08563,Born Out,Electronics,SUP-003,9,443,152.55
SKU-08564,Reflect Civil,Home & Garden,SUP-079,20,456,20.9
SKU-08565,Cut After,Food & Beverage,SUP-098,26,323,420.01
SKU-08566,Manager Modern,Automotive,SUP-173,8,290,352.27
SKU-08567,Have Station,Apparel,SUP-150,28,107,282.94
SKU-08568,Million Especially,Home & Garden,SUP-023,21,175,445.09
SKU-08569,Believe Suddenly,Electronics,SUP-059,6,378,57.27
SKU-08570,Stop Guy,Toys,SUP-190,25,415,357.94
SKU-08571,Describe Data,Automotive,SUP-113,5,101,75.45
SKU-08572,Degree Himself,Apparel,SUP-068,19,272,32.81
SKU-08573,Leg Must,Electronics,SUP-054,24,351,68.62
SKU-08574,Occur Give,Sports,SUP-057,21,412,475.59
SKU-08575,Just Simply,Food & Beverage,SUP-151,29,318,221.62
SKU-08576,Stock Including,Health & Beauty,SUP-111,17,145,26.88
SKU-08577,How Than,Sports,SUP-060,28,322,292.86
SKU-08578,Blue What,Health & Beauty,SUP-073,8,372,101.86
SKU-08579,Some Suffer,Food & Beverage,SUP-055,28,110,5.9
SKU-08580,Specific Dream,Home & Garden,SUP-117,14,370,379.8
SKU-08581,Writer Give,Apparel,SUP-063,21,230,79.54
SKU-08582,Floor Class,Home & Garden,SUP-184,8,182,471.39
SKU-08583,Some Lose,Food & Beverage,SUP-055,13,465,297.42
SKU-08584,Many Eight,Food & Beverage,SUP-025,22,138,45.78
SKU-08585,Society Newspaper,Food & Beverage,SUP-026,22,222,110.87
SKU-08586,Real Quickly,Health & Beauty,SUP-177,12,361,306.4
SKU-08587,Unit Discussion,Automotive,SUP-063,28,54,170.71
SKU-08588,Team Event,Electronics,SUP-173,18,406,267.24
SKU-08589,Night Over,Apparel,SUP-073,29,392,400.26
SKU-08590,Leader Analysis,Home & Garden,SUP-079,20,253,396.82
SKU-08591,Treatment Local,Home & Garden,SUP-167,16,211,349.75
SKU-08592,Activity Style,Sports,SUP-065,6,110,443.31
SKU-08593,Listen Ask,Health & Beauty,SUP-069,29,239,101.68
SKU-08594,Thousand Including,Food & Beverage,SUP-184,14,374,90.68
SKU-08595,Become Age,Toys,SUP-009,22,112,400.18
SKU-08596,Allow Among,Food & Beverage,SUP-198,29,93,162.14
SKU-08597,Full Recent,Food & Beverage,SUP-156,25,288,257.31
SKU-08598,Newspaper Least,Toys,SUP-173,23,77,372.62
SKU-08599,Along Set,Home & Garden,SUP-026,10,247,199.48
SKU-08600,What Response,Sports,SUP-028,9,318,67.26
SKU-08601,Check Try,Electronics,SUP-040,28,220,340.53
SKU-08602,Catch Phone,Toys,SUP-143,11,79,409.04
SKU-08603,Notice Century,Health & Beauty,SUP-134,26,203,8.87
SKU-08604,Science Material,Automotive,SUP-027,27,258,282.37
SKU-08605,Main Professional,Apparel,SUP-038,19,112,236.03
SKU-08606,Evidence Be,Health & Beauty,SUP-196,12,378,131.65
SKU-08607,Case Cup,Toys,SUP-085,5,106,82.61
SKU-08608,Nearly Trip,Electronics,SUP-064,23,369,96.05
SKU-08609,Expert Home,Home & Garden,SUP-030,27,257,363.17
SKU-08610,Line Subject,Automotive,SUP-099,10,482,269.26
SKU-08611,Agreement Show,Automotive,SUP-131,16,357,490.62
SKU-08612,Space Site,Automotive,SUP-190,28,112,123.51
SKU-08613,Store Either,Food & Beverage,SUP-012,9,297,478.56
SKU-08614,Around Determine,Apparel,SUP-091,18,190,258.77
SKU-08615,Court Capital,Home & Garden,SUP-030,20,142,75.15
SKU-08616,School Computer,Home & Garden,SUP-038,13,156,76.22
SKU-08617,Last Rich,Automotive,SUP-085,8,414,305.26
SKU-08618,Know Know,Home & Garden,SUP-060,22,137,416.13
SKU-08619,Seven Thing,Apparel,SUP-038,23,350,374.49
SKU-08620,Sea Idea,Apparel,SUP-104,16,157,328.67
SKU-08621,Claim Wonder,Sports,SUP-143,23,95,88.12
SKU-08622,Likely Tax,Toys,SUP-146,15,126,56.4
SKU-08623,Loss Player,Toys,SUP-180,6,266,2.62
SKU-08624,Where Heart,Sports,SUP-029,22,218,53.14
SKU-08625,Guy Turn,Electronics,SUP-112,22,351,383.77
SKU-08626,None Research,Toys,SUP-188,13,178,447.89
SKU-08627,Remember Career,Apparel,SUP-021,20,250,122.07
SKU-08628,Certain Bag,Apparel,SUP-145,3,245,397.96
SKU-08629,At Course,Toys,SUP-146,14,397,101.43
SKU-08630,Reality Like,Apparel,SUP-185,20,317,126.51
SKU-08631,Staff Industry,Sports,SUP-119,9,137,114.02
SKU-08632,Opportunity Computer,Automotive,SUP-165,14,302,28.24
SKU-08633,Yourself Follow,Automotive,SUP-060,3,287,99.05
SKU-08634,Provide Plant,Home & Garden,SUP-166,24,122,188.34
SKU-08635,Near Budget,Health & Beauty,SUP-140,6,468,204.22
SKU-08636,Cup Whom,Health & Beauty,SUP-113,20,407,156.46
SKU-08637,Worker This,Automotive,SUP-129,17,404,258.58
SKU-08638,Impact Not,Food & Beverage,SUP-058,5,210,190.55
SKU-08639,Direction Car,Sports,SUP-003,9,107,485.26
SKU-08640,Nothing Option,Apparel,SUP-191,8,433,404.16
SKU-08641,Case Stage,Toys,SUP-149,17,422,465.66
SKU-08642,Short Choose,Automotive,SUP-023,17,340,279.82
SKU-08643,Industry Industry,Sports,SUP-137,8,479,339.97
SKU-08644,Region Wish,Automotive,SUP-083,10,389,85.42
SKU-08645,Situation Know,Electronics,SUP-055,10,115,377.01
SKU-08646,Civil Remain,Apparel,SUP-110,24,477,119.9
SKU-08647,Positive Adult,Electronics,SUP-116,3,75,75.05
SKU-08648,Important Reach,Apparel,SUP-147,28,347,23.33
SKU-08649,Day A,Sports,SUP-062,15,126,237.43
SKU-08650,Blue Return,Home & Garden,SUP-087,25,335,145.18
SKU-08651,Language Majority,Automotive,SUP-167,26,421,493.4
SKU-08652,Seven Least,Automotive,SUP-100,23,465,126.79
SKU-08653,Describe Sing,Food & Beverage,SUP-027,15,85,433.61
SKU-08654,Marriage Whatever,Toys,SUP-174,13,68,159.93
SKU-08655,Hair Occur,Electronics,SUP-034,6,327,375.19
SKU-08656,Happy Front,Automotive,SUP-033,9,370,330.77
SKU-08657,Material Heavy,Sports,SUP-092,14,362,281.99
SKU-08658,Fly Talk,Home & Garden,SUP-096,29,316,209.87
SKU-08659,Board Loss,Toys,SUP-178,15,331,336.37
SKU-08660,Door Institution,Sports,SUP-148,24,481,205.12
SKU-08661,Clear Wall,Electronics,SUP-168,14,68,275.18
SKU-08662,Force Project,Food & Beverage,SUP-095,18,388,295.93
SKU-08663,Cut Wall,Automotive,SUP-186,8,189,135.51
SKU-08664,Room Hospital,Sports,SUP-159,16,116,171.52
SKU-08665,Where Still,Toys,SUP-038,21,361,11.48
SKU-08666,Establish Doctor,Apparel,SUP-173,18,67,426.45
SKU-08667,Brother Available,Home & Garden,SUP-041,29,418,378.6
SKU-08668,Ten Agent,Toys,SUP-137,28,310,93.81
SKU-08669,Apply Close,Sports,SUP-137,6,161,182.62
SKU-08670,Expect Level,Home & Garden,SUP-191,7,457,211.98
SKU-08671,Wait Carry,Automotive,SUP-079,11,164,168.85
SKU-08672,Approach Open,Apparel,SUP-128,26,215,399.63
SKU-08673,Behind Pretty,Food & Beverage,SUP-022,5,116,363.4
SKU-08674,But Ready,Toys,SUP-016,24,304,384.16
SKU-08675,Process Be,Food & Beverage,SUP-032,12,119,452.3
SKU-08676,Course Cover,Apparel,SUP-194,19,357,298.59
SKU-08677,Car Especially,Home & Garden,SUP-142,21,252,308.23
SKU-08678,If Couple,Automotive,SUP-038,12,176,361.66
SKU-08679,Fish Make,Sports,SUP-098,14,472,341.41
SKU-08680,Director Stay,Apparel,SUP-136,25,492,435.23
SKU-08681,Cost Sure,Electronics,SUP-021,9,459,385.67
SKU-08682,Happy Shake,Home & Garden,SUP-056,20,370,62.43
SKU-08683,Friend Task,Food & Beverage,SUP-046,21,129,464.36
SKU-08684,Quality Low,Toys,SUP-043,17,225,342.34
SKU-08685,Give Study,Apparel,SUP-120,9,162,65.76
SKU-08686,Third Feeling,Food & Beverage,SUP-046,14,160,386.56
SKU-08687,Yes Force,Home & Garden,SUP-048,24,358,180.81
SKU-08688,Take Listen,Food & Beverage,SUP-198,9,186,403.47
SKU-08689,Condition Operation,Apparel,SUP-084,12,182,477.81
SKU-08690,Western Rich,Home & Garden,SUP-031,27,421,129.48
SKU-08691,Blue Attack,Electronics,SUP-161,26,377,429.06
SKU-08692,Move Help,Apparel,SUP-172,24,238,387.35
SKU-08693,Month Beyond,Sports,SUP-071,22,326,336.41
SKU-08694,Generation Protect,Health & Beauty,SUP-008,12,274,194.0
SKU-08695,Put Writer,Automotive,SUP-130,27,152,57.16
SKU-08696,A Tend,Apparel,SUP-145,25,156,243.24
SKU-08697,Hard Moment,Home & Garden,SUP-052,7,112,55.07
SKU-08698,Yet Account,Toys,SUP-045,20,453,251.32
SKU-08699,Issue Firm,Automotive,SUP-037,11,491,410.6
SKU-08700,Our Work,Apparel,SUP-170,18,294,498.82
SKU-08701,Certain Animal,Electronics,SUP-044,9,222,101.01
SKU-08702,Modern Provide,Toys,SUP-117,27,455,105.91
SKU-08703,By Party,Electronics,SUP-038,29,382,405.91
SKU-08704,Man Nothing,Sports,SUP-099,27,380,235.86
SKU-08705,Fall Plant,Toys,SUP-124,12,259,458.11
SKU-08706,Difference Development,Food & Beverage,SUP-006,7,240,385.08
SKU-08707,Usually Medical,Health & Beauty,SUP-068,9,207,368.87
SKU-08708,Audience Office,Toys,SUP-179,7,368,53.22
SKU-08709,Treatment When,Automotive,SUP-101,17,274,20.35
SKU-08710,Team Put,Toys,SUP-163,21,221,160.09
SKU-08711,Brother With,Home & Garden,SUP-186,12,372,110.61
